,Title,Link,Date,Summary,Thumbnail
202,"Orgoglio Wildcats, Urania sbanca Udine, 85-90",http://www.uraniabasket.it/news/144130346502/orgoglio-wildcats-urania-sbanca-udine-85-90,2020-01-05,"Splendido successo esterno dei Wildcats che passano ad Udine in una giornata funestata dall’improvvisa scomparsa di Marco Cocchi, vice...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_33752896725_1578251021917768.jpg
203,Inizio di 2020 con la difficile trasferta di Udine,http://www.uraniabasket.it/news/419008253446/inizio-di-2020-con-la-difficile-trasferta-di-udine,2020-01-04,"Ennesima sfida con squadre di blasone per l’Urania Milano che va nella tana della Old Wild West Udine. Squadra in gran forma quella friulana, 4...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_308630803669_1578155851495201.jpg
204,Udine - Urania LIVE dal Dillinger Milano,http://www.uraniabasket.it/news/6691393030/udine-urania-live-dal-dillinger-milano,2020-01-03,Prima partita del 2020 e difficilissima trasferta ad Udine per i Wildcats di Coach Villa. Il ritrovo per tutti i tifosi milanesi è solo uno:...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_239911326933_1578053137454277.jpg
205,Programma allenamenti 6-12 gennaio 2020,http://www.uraniabasket.it/news/281569299974/programma-allenamenti-6-12-gennaio-2020,2020-01-02,Siamo pronti a pubblicare il programma di allenamenti e partite per quanto rigurada le squadre del Settore Giovanile Urania per la settimana che va...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_514789233877_1577960475328744.jpg
206,Dal Settore Giovanile Urania: Buon Anno!!,http://www.uraniabasket.it/news/264389430790/dal-settore-giovanile-urania-buon-anno,2019-12-31,,http://i.ytimg.com/vi/4wnjXguPGWs/hqdefault.jpg
207,Under 14: ottimo secondo posto al Torneo di Piacenza,http://www.uraniabasket.it/news/539267337734/under-14-ottimo-secondo-posto-al-torneo-di-piacenza,2019-12-31,"VI TORNEO BAKERY CATEGORIA UNDER 14

 

Gara di Semifinale
Urania Basket Milano - Varese Academy 79-60 (37-28)

Urania: Alzati 23, Brizzola,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_531969103061_1577804031716517.jpg
208,"Urania rimonta incompleta, Mantova passa all’Allianz Cloud, 72-78",http://www.uraniabasket.it/news/126950477318/urania-rimonta-incompleta-mantova-passa-all-allianz-cloud-72-78,2019-12-28,Non basta ai Wildcats un’altra bella rimonta per piegare Mantova. Sono gli Stings a chiudere la sfida dell’Allianz Cloud con le fiammate...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_119652242645_1577568568657117.jpg
209,Si conclude il 2019 con la sfida ai Mantovani,http://www.uraniabasket.it/news/401828384262/si-conclude-il-2019-con-la-sfida-ai-mantovani,2019-12-28,Nuova sfida avvincente per i Wildcats che affrontano la Pompea Mantova. Squadra completa e di grande spessore quella allenata da un coach preparato...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_394530149589_1577529424842833.jpg
210,Auguri di Buon Natale,http://www.uraniabasket.it/news/195669954054/auguri-di-buon-natale,2019-12-24,"Auguri di Buon Natale a tutti gli amici di Urania Milano da parte dei ragazzi del Settore Giovanile Wildcats.

 

Foto da scaricare in PDF:...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_428889887957_1577192507405871.jpg
211,Interviste Allenatori Urania: Andrea Schiavi,http://www.uraniabasket.it/news/470547860998/interviste-allenatori-urania-andrea-schiavi,2019-12-24,Prosegue la rubrica speciale con le interviste agli allenantori dei Settore Giovanile Urania Milano. Oggi è il turno del Responsabile del...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_16573027541_1577184584698949.jpg
212,Aquilotti 2010 Rossi: Sporting Milanino - Urania Milano 8 -16,http://www.uraniabasket.it/news/58231000582/aquilotti-2010-rossi-sporting-milanino-urania-milano-8-16,2019-12-23,"AQUILOTTI 2019 : SPORTING MILANINO - URANIA MILANO 8 - 16

UN NATALE COI FIOCCHI...

Parziali dei quarti (8 – 9; 4 – 8; 6 – 4; 0...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_334400607445_1577107243911683.jpg
213,"Aquilotti 2009 Rossi: 1° posto al Torneo ""Alto Livello"" di Cantù.",http://www.uraniabasket.it/news/333108907526/aquilotti-2009-rossi-1-posto-al-torneo-alto-livello-di-cantu,2019-12-23,"AQUILOTTI 2009: 1° Posto al Torneo “ALTO LIVELLO “di Cantù

ANCORA PRIMI....

Nel week end del 21 e 22 dicembre. 10 squadre...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_128242177237_1577095887748212.jpg
214,"San Severo è ancora tabù, Urania KO nella trasferta pugliese, 84-76",http://www.uraniabasket.it/news/230029692422/san-severo-e-ancora-tabu-urania-ko-nella-trasferta-pugliese-84-76,2019-12-22,"Si ferma la striscia vincente dell’Urania che cade a San Severo. I pugliesi si confermano indigesti per i Wildcats, nonostante l’assenza...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_403120084181_1577041430656645.jpg
215,Under 15 Eccellenza: Urania Milano - Aurora Desio 51-95,http://www.uraniabasket.it/news/504907599366/under-15-eccellenza-urania-milano-aurora-desio-51-95,2019-12-22,"Campionato Under 15 Eccellenza - 11° giornata di andata

Urania Milano - Aurora Desio 51-95 (39-64)

 

Urania: De Carlo 6, Panara 8,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_471839560917_1577180108193061.jpg
216,Inizia il girone di ritorno con la trasferta a San Severo,http://www.uraniabasket.it/news/92590738950/inizia-il-girone-di-ritorno-con-la-trasferta-a-san-severo,2019-12-22,Altra trasferta molto insidiosa per l’Urania Milano che va nella tana di San Severo. Pugliesi assetati di rivincita dopo le 8 sconfitte...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_162601915605_1577009925812119.jpg
217,Programma allenamenti vacanze di Natale,http://www.uraniabasket.it/news/367468645894/programma-allenamenti-vacanze-di-natale,2019-12-19,Finalmente siamo pronti a pubblicare i programmi definitivi delle due settimane delle vacanze di Natale da lunedì 23 dicembre 2019 a domenica...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_437479822549_1576772715267424.jpg
218,Gherardo Sabatini MVP della 13^ Giornata by Levico,http://www.uraniabasket.it/news/161310215686/gherardo-sabatini-mvp-della-13-giornata-by-levico,2019-12-19,Altra rimonta vincente per l'Urania che passa dopo un overtime a Caserta. Dopo un inizio sofferto la truppa di coach Davide Villa rientra in gara...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_93882438869_1576754967254935.jpg
219,Under 18 Eccellenza: Urania Milano - Vado Ligure 95-52,http://www.uraniabasket.it/news/436188122630/under-18-eccellenza-urania-milano-vado-ligure-95-52,2019-12-18,"Campionato Under 18 Eccellenza - 12° giornata di andata

Urania Basket Milano - Pallacanestro Vado Ligure 95-52 (54-26)

 

Urania Milano:...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_489019430101_1576667896248005.jpg
220,Urania - Mantova: Aperta la prevendita Online,http://www.uraniabasket.it/news/23871262214/urania-mantova-aperta-la-prevendita-online,2019-12-18,Urania Basket Milano aspetta i suoi tifosi per l'ultima partita del 2019: Sabato 28 Dicembre alle 20.30 ospiteremo mantova...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_76702569685_1576667826368811.jpg
221,Under 16 Eccellenza: Urania Milano - Aurora Desio 48-58,http://www.uraniabasket.it/news/298749169158/under-16-eccellenza-urania-milano-aurora-desio-48-58,2019-12-17,"Campionato Under 16 Eccellenza - 1a giornata di ritorno

Urania Basekt Milano - Aurora Desio 48-58 (21-35)

 

Urania Basket Milano: Fend,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_267023307989_1576623509921995.jpg
222,Urania si unisce al cordoglio per la scomparsa di Alessio Allegri,http://www.uraniabasket.it/news/251504528902/urania-si-unisce-al-cordoglio-per-la-scomparsa-di-alessio-allegri,2019-12-17,"Urania Basket Milano ha appreso con grande dolore l'improvvisa scomparsa di Alessio Allegri, da anni splendido protagonista delle minors lombarde...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_541901214933_1576572669841188.jpg
223,Aquilotti 2010 Rossi: Vittuone - Urania Milano 6-18,http://www.uraniabasket.it/news/526382435846/aquilotti-2010-rossi-vittuone-urania-milano-6-18,2019-12-17,"AQUILOTTI ROSSI 2010: VITTUONE – URANIA 6 -18

AVANTI COSI’

Parziali dei quarti (0-22; 6-16; 2-13; 2-12; 0-6; 1- 14)

Lunga trasferta...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_129584354517_1576571563161227.jpg
224,Aquilotti 2009 Rossi: Sporting Milanino - Urania Milano 6 -18,http://www.uraniabasket.it/news/114065575430/aquilotti-2009-rossi-sporting-milanino-urania-milano-6-18,2019-12-17,"Aquilotti 2009 Rossi: Sporting Milanino - Urania Milano 6 -18

SI RICOMINCIA A VIAGGIARE…

Parziali dei quarti ( 2-12 ; 2-14 ; 0-32 ;...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_163944092885_1576571005719126.jpg
225,Under 15 Eccellenza: AX Olimpia Milano - Urania Milano 85-40,http://www.uraniabasket.it/news/388943482374/under-15-eccellenza-ax-olimpia-milano-urania-milano-85-40,2019-12-16,"Campionato Under 15 Eccellenza - 10° giornata di andata

AX Olimpia Milano - Urania Milano 85-40 (45-12)

 

Olimpia: Tacchini 2, Anchisi 2,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_26505139413_157649537328094.jpg
226,"Urania brividi vincenti, Wildcats corsari in overtime al PalaMaggiò, 72-84",http://www.uraniabasket.it/news/182785052166/urania-brividi-vincenti-wildcats-corsari-in-overtime-al-palamaggio-72-84,2019-12-15,Urania pazzesca e vincente anche a Caserta. Dopo un opaco primo tempo la truppa di coach Davide Villa trova energie e risorse per la gran rimonta...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_301383046357_1576437775964791.jpg
227,Trasferta insidiosa nella Gentil Caserta,http://www.uraniabasket.it/news/457662959110/trasferta-insidiosa-nella-gentil-caserta,2019-12-15,"Incontro con la storia del basket per l’Urania Milano che vola a Caserta per l’ultima giornata di andata. Tradizione, storia e legittimo...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_232663569621_1576405970442950.jpg
228,Under 14 Elite: Robur Varese - Urania Milano 78-58,http://www.uraniabasket.it/news/45346098694/under-14-elite-robur-varese-urania-milano-78-58,2019-12-15,"Campionato Under 14 Elite - 11° giornata di andata

Robur et Fides Varese - Urania Milano 78-58 (33-27)

 

Robur: Galli, Cappellaro 2,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_318562915541_1576402006803140.jpg
229,Vieni al Dillinger a vedere Caserta - Urania,http://www.uraniabasket.it/news/320224005638/vieni-al-dillinger-a-vedere-caserta-urania,2019-12-13,La lunga trasferta casertana non mette paura ai tifosi Wildcats che tutti insieme presso il DILLINGER MILANO ricreeranno la magnifica atmosfera del...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_249843438805_1576260966387603.jpg
230,Festa di Natale Minibasket,http://www.uraniabasket.it/news/217144790534/festa-di-natale-minibasket,2019-12-12,"Urania Basket Milano è lieta di invitare tutti gli atleti e le Famiglie del Minibasket alla FESTA DI NATALE 2019.
Giochi e attività in...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_490361607381_1576170986341162.jpg
231,Programma allenamenti 16-22 dicembre,http://www.uraniabasket.it/news/492022697478/programma-allenamenti-16-22-dicembre,2019-12-12,Siamo pronti a pubblicare il programma di allenamenti e partite per quanto riguarda le squadre del Settore Giovanile Urania Milano per la settimana...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_284203177173_1576189492191563.jpg
232,Nik Raivio MVP della 12^ Giornata by OrtholabSport,http://www.uraniabasket.it/news/79705837062/nik-raivio-mvp-della-12-giornata-by-ortholabsport,2019-12-11,Rimonta vincente per l’Urania che regola anche Roseto per la quinta vittoria in sei uscite. Gran protagonista dello splendido secondo tempo...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_189713896661_1576084665578954.jpg
233,Under 18 Eccellenza: Pall. Biella - Urania Milano 74-60,http://www.uraniabasket.it/news/354583744006/under-18-eccellenza-pall-biella-urania-milano-74-60,2019-12-11,"Campionato Under 18 Eccellenza - 10° giornata di andata

Pallacanestro Biella - Urania Basket Milano 74-60 (40-26)

 

Biella: Vangi, Aimone...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_464591803605_1576053556922112.jpg
234,Aquilotti 2009 Rossi: Legnano - Urania 14-10,http://www.uraniabasket.it/news/148425313798/aquilotti-2009-rossi-legnano-urania-14-10,2019-12-09,"AQUILOTTI 2009: LEGNANO  - URANIA MILANO 14 - 10
NON TUTTE LE SCONFITTE….


Parziali dei quarti ( 5-10 ; 10-8; 8-3;12-11; 6-10; 8-6 ...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_258433373397_157590291021526.jpg
235,Interviste Allenatori Urania: Max Sangiovanni,http://www.uraniabasket.it/news/423303220742/interviste-allenatori-urania-max-sangiovanni,2019-12-09,"Quando un nome è una garanzia di preparazione, affidabilità e grande competenza. Oggi nella rubrica delle interviste speciali agli...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_533311280341_1575902738453004.jpg
236,Under 15 Regionale: Pall. Milano - Urania Milano 53-71,http://www.uraniabasket.it/news/10986360326/under-15-regionale-pall-milano-urania-milano-53-71,2019-12-09,"Campionato Under 15 Regionale - 7° giornata di qualificazione

Pallacanestro Milano - Urania Basket Milano 53-71 (30-28)

 

Urania: Rieppi...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_120994419925_1575900056855683.jpg
237,Seconde fasi Campionati Regionali - I Gironi,http://www.uraniabasket.it/news/285864267270/seconde-fasi-campionati-regionali-i-gironi,2019-12-09,Dopo comunicazione da parte del Comitato Regionale della Lombardia pubblichiamo i gironi delle secondi fasi per i campionati a livello regionale per...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_155354158293_1575885136605209.jpg
238,Under 14 Elite: Urania Milano - Libertas Cernusco 74-72 dts,http://www.uraniabasket.it/news/268684398086/under-14-elite-urania-milano-libertas-cernusco-74-72-dts,2019-12-08,"T

 

Campionato Under 14 Elite - 10° giornata di andata

Urania Milano - Libertas Cernusco 74-72 dts (29-28) (66-66)

 

Urania:...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_86634681557_1575824510246595.jpg
239,"Wildcats rabbiosa ripresa, Raivio e Sabatini domano Roseto, 73-62",http://www.uraniabasket.it/news/543562305030/wildcats-rabbiosa-ripresa-raivio-e-sabatini-domano-roseto-73-62,2019-12-07,Ripresa ruggente dei Wildcats che stendono Roseto ed incassano il quinto successo in sei sfide. Dopo un primo tempo opaco ed impreciso reazione...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_361512588501_1575755373864522.jpg
240,Questa sera Merchandising Ufficiale in vendita all'Allianz Cloud,http://www.uraniabasket.it/news/131245444614/questa-sera-merchandising-ufficiale-in-vendita-all-allianz-cloud,2019-12-07,Grandissima novita' questa sera per tutti i tifosi: sarà presente all'interno dell' Allianz Cloud un Corner Shop Urania per...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_172534027477_1575718235197997.jpg
241,ELIGO presenta: Gli Sharks nella casa dei Wildcats,http://www.uraniabasket.it/news/406123351558/eligo-presenta-gli-sharks-nella-casa-dei-wildcats,2019-12-07,"Torna all’Allianz Cloud la truppa di coach Davide Villa che, dopo la splendida impresa di Verona, riceve la visita della Sapori Veri Roseto....",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_35095074005_1575715974589844.jpg
242,Interviste Allenatori Urania: Alessandro Rognoni,http://www.uraniabasket.it/news/199964921350/interviste-allenatori-urania-alessandro-rognoni,2019-12-06,"Nuova puntata delle interviste speciali agli allenatori del Settore Giovanile Urania Milano. Oggi è la volta di Alessandro Rognoni, allenatore...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_309972980949_1575644971774525.jpg
243,Interviste Allenatori Urania: Tommaso Tassellari,http://www.uraniabasket.it/news/474842828294/interviste-allenatori-urania-tommaso-tassellari,2019-12-06,"E' arrivato da pochi mesi in Urania, ma sembra di conoscerlo da sempre. Ecco a voi l'intervista speciale a Tommaso Tassellari, assistente...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_241253504213_1575644409397469.jpg
244,ELIGO Milano Partner della Stagione 19/20 e Match Sponsor di Sabato,http://www.uraniabasket.it/news/62525967878/eligo-milano-partner-della-stagione-19-20-e-match-sponsor-di-sabato,2019-12-06,"In occasione della partita tra Urania basket Milano e Sapori Veri Roseto, in programma sabato alle 20.30 all’Allianz Cloud di piazzale...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_516131411157_1575643336166375.jpg
245,Under 16 Eccellenza: Pall. Cantù - Urania Milano 81-66,http://www.uraniabasket.it/news/337403874822/under-16-eccellenza-pall-cantu-urania-milano-81-66,2019-12-05,"Campionato Under 16 Eccellenza - 13° giornata di andata

Pallacanestro Cantù - Urania Basekt Milano 81-66 (45-32)

 

Cierre...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_275613242581_1575563381777112.jpg
246,Programma allenamenti 9-15 dicembre,http://www.uraniabasket.it/news/234324659718/programma-allenamenti-9-15-dicembre,2019-12-05,Siamo pronti per pubblicare il programma allenamenti e partite per quanto riguarda le squadre giovanili Urania Milano per la settimana che va da...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_481771672789_1575554800772432.jpg
247,Under 18 Eccellenza: Urania Milano - Bertram Tortona 60-71,http://www.uraniabasket.it/news/509202566662/under-18-eccellenza-urania-milano-bertram-tortona-60-71,2019-12-05,"Campionato Under 18 Eccellenza - 10° giornata di andata

Urania Basket Milano - Bertram Yachts Tortona 60-71 (29-41)

 

Urania Milano:...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_477476705493_1575539543996869.jpg
248,Matteo Montano MVP della 11^ Giornata By SFERA EXPERIENCE,http://www.uraniabasket.it/news/96885706246/matteo-montano-mvp-della-11-giornata-by-sfera-experience,2019-12-04,Nella splendida impresa esterna dell’Urania brilla la stella di un Matteo Montano ancora straordinario. Per il “Principe”...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_65159845077_1575480644156543.jpg
249,Interviste Allenatori Urania: Eugenio Cinquanta,http://www.uraniabasket.it/news/371763613190/interviste-allenatori-urania-eugenio-cinquanta,2019-12-04,"Nuova puntata delle interviste speciali agli allenatori del Settore Giovanile Urania. Oggi conosciamo meglio Eugenio Cinquanta, allenatore della...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_340037752021_1575466017911337.jpg
250,Aquilotti 2009 Rossi: Bernareggio - Urania 8 - 16,http://www.uraniabasket.it/news/165605182982/aquilotti-2009-rossi-bernareggio-urania-8-16,2019-12-02,"AQUILOTTI 2009 : BERNAREGGIO - URANIA MILANO 8 - 16

UN ANNO FA...

Parziali dei quarti ( 0 – 11 ; 10 – 5 ; 6 – 10 ; 2 –...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_271318275285_1575320758802023.jpg
251,Interviste Allenatori Urania: Andrea Dalla Cort,http://www.uraniabasket.it/news/440483089926/interviste-allenatori-urania-andrea-dalla-cort,2019-12-02,Nuova puntata con le interviste agli allenatori del Settore Giovanile Urania. Oggi conosciamo meglio una new entry nello staff di questa...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_546196182229_1575297661188624.jpg
252,Interviste Allenatori Urania: vi presentiamo Christian Merani,http://www.uraniabasket.it/news/28166229510/interviste-allenatori-urania-vi-presentiamo-christian-merani,2019-12-02,Nuova puntata con le interviste speciali agli allenatori Urania. Signore e sognori Christian Merani allenatore Under 18 e assistente con la Serie A2...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_133879321813_157529709866366.jpg
253,Interviste Allenatori Urania: ecco a voi Niccolo Locati,http://www.uraniabasket.it/news/303044136454/interviste-allenatori-urania-ecco-a-voi-niccolo-locati,2019-12-02,"Dopo aver letto con interesse diverse interviste di atleti Urania, oggi iniziamo a proporre anche le interviste svolte agli allenatori del Settore...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_408757228757_1575296698584762.jpg
254,Aquilotti 2010 Rossi: Soulbasket - Urania 6 - 18,http://www.uraniabasket.it/news/242914594310/aquilotti-2010-rossi-soulbasket-urania-6-18,2019-12-02,"AQUILOTTI 2010 Rossi: SOUL BASKET - URANIA MILANO 6 - 18
URANIA CALA IL TRIS..


Parziali dei quarti ( 0 – 10 ; 0 – 10 ; 0 – 24 ; 0...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_443116967125_1575283316792395.jpg
255,Under 15 Eccellenza: Urania Milano - Leonessa Brescia 55-87,http://www.uraniabasket.it/news/517792501254/under-15-eccellenza-urania-milano-leonessa-brescia-55-87,2019-12-02,"Campionato Under 15 Eccellenza - 9° giornata di andata

Urania Milano - Leonessa Brescia 55-87 (27-43)

 

Urania: Panara 4, Contini 10,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_374397490389_1575279694306642.jpg
256,Under 14 Elite: Vanoli Cremona - Urania Milano 60-79,http://www.uraniabasket.it/news/105475640838/under-14-elite-vanoli-cremona-urania-milano-60-79,2019-12-01,"Campionato Under 14 Elite - 9° giornata di andata

Vanoli Cremona - Urania Milano 60-79 (20-44)

 

Vanoli: Zinetti, Zovaldelli 13, Rinaldi...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_529016313045_1575189474918754.jpg
257,"Urania che colpo, Wildcats corsari a Verona, 79-86",http://www.uraniabasket.it/news/380353547782/urania-che-colpo-wildcats-corsari-a-verona-79-86,2019-11-30,Una splendida Urania vince con autorità in casa della capolista Verona. Gara sempre condotta dai Wildcats che prima scappano via trascinati da...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_116699452629_1575150785555292.jpg
258,Trasferta a Verona per provare il colpaccio,http://www.uraniabasket.it/news/174195117574/trasferta-a-verona-per-provare-il-colpaccio,2019-11-30,"Con la rabbia ancora negli occhi, per la vittoria sfumata ad Imola nel finale, l’Urania affronta la capolista Tezenis nella durissima trasferta...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_391577359573_1575107687145370.jpg
259,Urania-Roseto by Eligo: Aperta la vendita Online,http://www.uraniabasket.it/news/449073024518/urania-roseto-by-eligo-aperta-la-vendita-online,2019-11-29,Urania Basket Milano aspetta i suoi tifosi per la partita della 12^ Giornata: Sabato 7 Dicembre alle 20.30 ospiteremo...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_151059190997_1575045945345904.jpg
260,Under 18 Top: Vivisport Landriano - Urania Milano 51-74,http://www.uraniabasket.it/news/36756164102/under-18-top-vivisport-landriano-urania-milano-51-74,2019-11-29,"Campionato Under 18 top - 7 ° giornata qualificazione

Vivisport Landriano - Urania Basket Milano 51-74 (27-39)

 

Landriano: Flagella,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_425937097941_1575019035996306.jpg
261,Under 18 Eccellenza: Robur Varese - Urania Milano 84-78,http://www.uraniabasket.it/news/311634071046/under-18-eccellenza-robur-varese-urania-milano-84-78,2019-11-29,"Campionato Under 18 Eccellenza - 8° giornata di andata

Coelsanus Varese - Urania Basket Milano 84-78 (52-49)

 

Coelsanus Varese: Brignoli...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_13620237525_1575018713150526.jpg
262,Under 13 Top: Tigers Milano - Urania Milano 63-49,http://www.uraniabasket.it/news/208554855942/under-13-top-tigers-milano-urania-milano-63-49,2019-11-28,"Campionato Under 13 Top - 6° giornata qualificazione 
Tigers Milano  - Urania Basket Milano   63–49  (27-22)...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_288498144469_1574981151938138.jpg
263,Programma allenamenti 2-8 dicembre 2019,http://www.uraniabasket.it/news/483432762886/programma-allenamenti-2-8-dicembre-2019,2019-11-28,Siamo pronti per pubblicare il programma di allenamenti e partite per quanto riguarda le squadre del Settore Giovanile Wildcats per la settimana che...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_219778667733_1574978932794922.jpg
264,Black Friday LNP PASS,http://www.uraniabasket.it/news/71115902470/black-friday-lnp-pass,2019-11-28,"BlacK Friday LNP PASS URANIA!

Fino alle 23.59 di domani #LNPPass è acquistabile al prezzo speciale di 29,95 €!

Tutte le info...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_194008863957_1574964667302421.jpg
265,Reggie Lynch MVP della 10^ Giornata,http://www.uraniabasket.it/news/345993809414/reggie-lynch-mvp-della-10-giornata,2019-11-28,"Impresa sfiorata ad Imola, in un finale sfortunato, per l’Urania che chiude a tre la striscia positiva. Prosegue invece l’ottimo momento...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_468886770901_1574964367889057.jpg
266,Aquilotti 2009/10: Ottima prova per tutte le squadre Wildcats al Selvino Basketball Tournament,http://www.uraniabasket.it/news/139835379206/aquilotti-2009-10-ottima-prova-per-tutte-le-squadre-wildcats-al-selvino-basketball-tournament,2019-11-28,"Si è svolto a Selvino sabato 23 e domenica 24 il ""Selvino Basketball Tournament 2019"" per la categoria Aquilotti 2009/10.

 ...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_56569910485_1574955988182740.jpg
267,Interviste Atleti Urania: Leon Rossi Bellora (2006),http://www.uraniabasket.it/news/414713286150/interviste-atleti-urania-leon-rossi-bellora-2006,2019-11-28,Nuova puntata con le interviste speciali agli atleti Urania. Leon Rossi Bellora è arrivato in Urania a settembre del 2019 dall'Olimpia...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_331447817429_15749356941720.jpg
268,Interviste Atleti Urania: Matteo Filipponi (2006),http://www.uraniabasket.it/news/2396425734/interviste-atleti-urania-matteo-filipponi-2006,2019-11-28,"Nuova puntata delle interviste agli atleti Urania Milano. Oggi è la volta di Matteo Filipponi, giocatore del 2006 proveniente dalla...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_537606247637_1574934025196021.jpg
269,Interviste Atleti Urania: Davide Osio (2005),http://www.uraniabasket.it/news/277274332678/interviste-atleti-urania-davide-osio-2005,2019-11-27,"Altra nuova puntata con le interviste speciali agli atleti Urania. Facciamo la conoscenza di Davide Osio, giocatore della squadra Under 15...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_125289387221_1574861617393474.jpg
