,Title,Link,Date,Summary,Thumbnail
67,Un grande Grazie a Max Sangiovanni,http://www.uraniabasket.it/news/245062077958/un-grande-grazie-a-max-sangiovanni,2020-07-12,"Dopo nove anni di grande e fattiva collaborazione, si interrompe il rapporto che legava Max Sangiovanni, alla Società Urania Milano. Max in...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_146495788245_1594559659467603.jpg
68,"Non c’è il due senza il tre, Giorgio Piunti rinnova con i Wildcats",http://www.uraniabasket.it/news/519939984902/non-c-e-il-due-senza-il-tre-giorgio-piunti-rinnova-con-i-wildcats,2020-07-10,Nuova stagione insieme per Giorgio Piunti ed Urania Milano. Rinnovo contrattuale per il centro marchigiano ormai beniamino della tifoseria rossoblu...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_421373695189_1594393194531557.jpg
69,Bianchi e Pagani lasciano l'Urania Milano,http://www.uraniabasket.it/news/107623124486/bianchi-e-pagani-lasciano-l-urania-milano,2020-07-01,Dopo una stagione con i Wildcats lasciano la casacca rossoblu Sebastiano Bianchi e Giordano Pagani. Urania augura ai due atleti un futuro...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_9056834773_1593615528901265.jpg
70,Urania Pesca il Jolly con il Talento di Bossi,http://www.uraniabasket.it/news/382501031430/urania-pesca-il-jolly-con-il-talento-di-bossi,2020-06-30,"Sarà Stefano Bossi da Trieste, il “metronomo” dei Wildcats della prossima stagione.

Playmaker classe 1994 di 190cm, ha militato...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_283934741717_1593537440195591.jpg
71,Riunione virtuale Genitori Annata 2008,http://www.uraniabasket.it/news/176342601222/riunione-virtuale-genitori-annata-2008,2020-06-30,"Nel percorso per la costruzione di due gruppi-squadre Under 13 con ragazzi quindi nati nel 2008, comunichiamo a tutti i genitori interessati che...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_490093171925_1593470545299012.jpg
72,Sentite Condoglianze,http://www.uraniabasket.it/news/451220508166/sentite-condoglianze,2020-06-29,"Tutta la famiglia di Urania Basket, si unisce al dolore di Mario Borroni, per la scomparsa della mamma e porge sentite condoglianze.

Urania Basket...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_77776311509_1593457834842993.jpg
73,Grazie Uomo Mascherato,http://www.uraniabasket.it/news/38903647750/grazie-uomo-mascherato,2020-06-29,"Dispiaciuti di non poterci più inebriare con le tue giocate, siamo orgogliosi di te, per la tua prossima avventura nella massima serie, che...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_189445461205_1593452395393987.jpg
74,Andrea Negri saluta l’Urania dopo tre grandi stagioni indimenticabili,http://www.uraniabasket.it/news/313781554694/andrea-negri-saluta-l-urania-dopo-tre-grandi-stagioni-indimenticabili,2020-06-28,"Dopo tre indimenticabili stagioni Andrea Negri lascia l’Urania Milano. Tre annate splendide, dove l’ormai celebre Shaggy ha mostrato...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_464323368149_1593338312297075.jpg
75,L’Extra-Terrestre sempre più Extra-Wildcats,http://www.uraniabasket.it/news/210702339590/l-extra-terrestre-sempre-piu-extra-wildcats,2020-06-27,"E’ stato “pressato” da molte squadre italiane ed anche estere, ma lui come peraltro fa abitualmente sul parquet, si è...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_52006507733_1593262654167884.jpg
76,Minibasket e Microbasket Pre-Iscrizioni al Via!,http://www.uraniabasket.it/news/485580246534/minibasket-e-microbasket-pre-iscrizioni-al-via,2020-06-25,Con grande piacere comunichiamo che da giovedì 25 giugno è possibile effettuare la pre-iscrizione al Settore Minibasket e Micorbasket...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_258164937941_1593094377157789.jpg
77,Al via le Pre-Iscrizioni al Settore Giovanile 2020-2021,http://www.uraniabasket.it/news/348141293062/al-via-le-pre-iscrizioni-al-settore-giovanile-2020-2021,2020-06-22,"Da martedì 23 giugno, si apre ufficialmente la possibilità di effettuare la pre-iscrizione al Settore Giovanile Urania nella...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_17646769365_1592863531243480.jpg
78,Urania e Davide Villa ancora insieme!,http://www.uraniabasket.it/news/141982862854/urania-e-davide-villa-ancora-insieme,2020-06-15,"Urania e Davide Villa ancora insieme, quarta stagione per il coach brianzolo con i Wildcats

Urania e coach Davide Villa proseguono il loro cammino...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_223805199573_1592241015661148.jpg
79,Aggiornamento 31/05 Attività Urania Settore Giovanile,http://www.uraniabasket.it/news/4543909382/aggiornamento-31-05-attivita-urania-settore-giovanile,2020-05-13,"Grazie al lavoro costante di monitoraggio effettuato da Enrico Montefusco, inziamo a pubblicare l'aggiornamento delle attività che staff e...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_477208270037_158937486114897.jpg
80,"Dal parquet ai Social, Urania conferma la zona playoff",http://www.uraniabasket.it/news/279421816326/dal-parquet-ai-social-urania-conferma-la-zona-playoff,2020-05-06,"Non solo parquet. Per Urania, nonostante la chiusura anticipata del torneo a causa dell’ormai famigerato Covid 19, le soddisfazioni in questa...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_339769316565_1588777593989098.png
81,E' Giorgio Piunti la Leggenda Urania,http://www.uraniabasket.it/news/262241947142/e-giorgio-piunti-la-leggenda-urania,2020-04-29,"Si è conclusa la prima fase di “Leggende”, il contest che ha messo in sfida i 16 giocatori storici selezionati dai 22 Club che...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_271049839829_1588149332673774.jpg
82,MiniBasket Urania a fianco di ASST Santi Paolo e Carlo,http://www.uraniabasket.it/news/537119854086/minibasket-urania-a-fianco-di-asst-santi-paolo-e-carlo,2020-04-15,"Il Cuore Urania si vede non solo in campo: in seguito alla notizia del rinvio del Torneo Minibasket di Pesaro a data da destinarsi, molte famiglie...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_545927746773_1586961153866084.jpg
83,Comunicato Ufficiale: concluso il Campionato di Serie A2,http://www.uraniabasket.it/news/124802993670/comunicato-ufficiale-concluso-il-campionato-di-serie-a2,2020-04-07,"Lega Nazionale Pallacanestro rende noto di aver appena ricevuto dal presidente Italbasket, Giovanni Petrucci, comunicazione ufficiale circa la...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_133610886357_1586285005642037.jpg
84,Visport nuovo partner Urania per la stagione 2020/2021,http://www.uraniabasket.it/news/399680900614/visport-nuovo-partner-urania-per-la-stagione-2020-2021,2020-04-06,"Urania Basket Milano è lieta di annunciare l'accordo raggiunto con il brand Visport per la stagione sportiva 2020/2021.

La...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_408488793301_158619696360474.jpg
85,LNP lancia il format “Leggende”: la sfida tra i più amati dei Club di Serie A2,http://www.uraniabasket.it/news/193522470406/lnp-lancia-il-format-leggende-la-sfida-tra-i-piu-amati-dei-club-di-serie-a2,2020-03-30,"Lega Nazionale Pallacanestro, con la fondamentale collaborazione dei Club del campionato di Serie A2 Old Wild West, lancia l’iniziativa...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_167970624725_1585586931488291.png
86,Ci mancate tutti tantissimo!!,http://www.uraniabasket.it/news/468400377350/ci-mancate-tutti-tantissimo,2020-03-28,"In questo momento di grande difficoltà il primo pensiero va agli Atleti Urania, ai nostri (tanti) Collaboratori (Allenatori, Assistenti,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_442848531669_1585436687459414.jpg
87,#DistantiMaUniti,http://www.uraniabasket.it/news/56083516934/distantimauniti,2020-03-24,,http://i.ytimg.com/vi/cncNT9dZv7E/hqdefault.jpg
88,"Urania al fianco degli Ospedali San Paolo e San Carlo, donazioni e contributi essenziali per fronteggiare l'emergenza",http://www.uraniabasket.it/news/330961423878/urania-al-fianco-degli-ospedali-san-paolo-e-san-carlo-donazioni-e-contributi-essenziali-per-fronteggiare-l-emergenza,2020-03-11,"Forza, unità di intenti, coraggio ed abnegazione. Sono tra le tante doti che tutti gli staff sanitari di tutta Italia stanno dimostrando, in...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_305409578197_1583944364453169.jpg
89,"""Oggi più che mai dobbiamo essere SQUADRA""",http://www.uraniabasket.it/news/227882208774/oggi-piu-che-mai-dobbiamo-essere-squadra,2020-03-09,"Agli Atleti e le proprie famiglie
Allenatori e istruttori
Ai Tifosi

Cari Wildcats,
purtroppo la situazione sanitaria del nostro Paese ed in...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_236690101461_1583781595786208.jpg
90,"Urania vince la sfida con Caserta e consolida con la zona playoff, 81-79",http://www.uraniabasket.it/news/502760115718/urania-vince-la-sfida-con-caserta-e-consolida-con-la-zona-playoff-81-79,2020-03-07,Preziosissimo successo dei Wildcats che afferrano la vittoria con Caserta nel finale regalandosi un 2-0 molto importante in ottica scontri diretti...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_511568008405_1583601398784206.jpg
91,Ricomincia con Caserta il rush finale,http://www.uraniabasket.it/news/90443255302/ricomincia-con-caserta-il-rush-finale,2020-03-06,Torna in campo l’Urania Milano che chiude la regular season affrontando la Juve Caserta all’Allianz Cloud. Sfida delicata e molto...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_99251147989_1583515486702289.jpg
92,LNP pass PostSeason: attivazione anticipata,http://www.uraniabasket.it/news/365321162246/lnp-pass-postseason-attivazione-anticipata,2020-03-06,"Come riportato dalla nota pubblicata da LEGA NAZIONALE PALLACANESTRO, informiamo tutti i tifosi che

 a seguito degli eventi occorsi, e che...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_374129054933_1583510849789511.jpg
93,Comunicato Ufficiale: Urania - Caserta,http://www.uraniabasket.it/news/159162732038/comunicato-ufficiale-urania-caserta,2020-03-05,"Urania Basket Milano comunica che la gara di Sabato 7 Marzo con la Juve Caserta, prevista inizialmente alle 20.30, si giocherà invece...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_185150493909_1583430632717915.jpg
94,Under 13 Top: Bluorobica Bergamo - Urania Milano 56-78,http://www.uraniabasket.it/news/21723778566/under-13-top-bluorobica-bergamo-urania-milano-56-78,2020-02-29,"Campionato Under 13 Top - 7° giornata di andata

Bluorobica Bergamo - Urania Milano 56-78 (32-47)

 

Bluorobica: Cefis, Cenci 10,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_219510232277_158301668727526.jpg
95,Basketball Carnival Cup 2020: Minibasket Urania cresce senza interruzioni!,http://www.uraniabasket.it/news/296601685510/basketball-carnival-cup-2020-minibasket-urania-cresce-senza-interruzioni,2020-02-27,Una grande festa del Minibasket è andata in scena dal 21 al 23 febbraio in occasione dell'edizione 2020 del Basketball Carnival Cup....,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_494388139221_1582803346342239.jpg
96,Comunicato Ufficiale: sospesa la 26^ Giornata,http://www.uraniabasket.it/news/249357045254/comunicato-ufficiale-sospesa-la-26-giornata,2020-02-25,"COMUNICATO UFFICIALE

""La Federazione Italiana Pallacanestro, di concerto con la Lega Basket Serie A, la Lega Nazionale Pallacanestro e la LegA...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_82071278805_1582657742214746.png
97,"Urania non pervenuta a Roseto, Wildcats a picco contro gli Sharks",http://www.uraniabasket.it/news/111918091782/urania-non-pervenuta-a-roseto-wildcats-a-picco-contro-gli-sharks,2020-02-23,"Domenica da dimenticare per l'Urania che affonda senza attenuanti a Roseto. Dopo un primo tempo opaco, chiuso nel 28-31, i Wildcats vanno a picco...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_56301475029_1582486506795362.jpg
98,Buon Compleanno Daniele,http://www.uraniabasket.it/news/386795998726/buon-compleanno-daniele,2020-02-23,"Urania Basket augura un felice e sereno Compleanno a Daniele Gromero, preparatore fisico della Serie A. Auguri Prof...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_331179381973_1582457601416073.jpg
99,I Wildcats a Roseto nella casa degli Sharks,http://www.uraniabasket.it/news/180637568518/i-wildcats-a-roseto-nella-casa-degli-sharks,2020-02-22,"I Wildcats si affacciano alle due sfide che chiudono la prima fase, e che diranno molto sul prossimo futuro della truppa di coach Davide Villa. Primo...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_262459905237_1582397906155509.jpg
100,Under 15 d'eccellenza: Vanoli Cremona - Urania Milano 83-55,http://www.uraniabasket.it/news/455515475462/under-15-d-eccellenza-vanoli-cremona-urania-milano-83-55,2020-02-22,"Campionato Under 15 d'eccellenza - 5° giornata di ritorno

Vanoli Cremona - Urania Milano 83-55 (47-28)

 

Vanoli: Taino 5, Ivassovsis...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_434258597077_1582362535451258.jpg
101,Under 14 Elite: Urania Milano - ABA Legnano 55-78,http://www.uraniabasket.it/news/43198615046/under-14-elite-urania-milano-aba-legnano-55-78,2020-02-22,"Campionato Under 14 Elite - 4° giornata di ritorno

Urania Milano - ABA Legnano 55-78 (23-30)

 

Urania: Rieppi, Palazzo 4, Alzati 24,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_365539120341_1582360588917283.jpg
102,Attività Minibasket e Settore Giovanile sospesa,http://www.uraniabasket.it/news/318076521990/attivita-minibasket-e-settore-giovanile-sospesa,2020-02-21,In conformità all'Ordinanza emanata domenica 23 febbraio dal Ministero della Salute d'intesa con il Presidente della Regione...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_356949185749_1582565319559902.jpg
103,Raivio MVP della 24^ giornata,http://www.uraniabasket.it/news/214997306886/raivio-mvp-della-24-giornata,2020-02-20,"Non è arrivata la vittoria contro la corazzata Tezenis ma Urania ha dimostrato, ancora una volta, di potersi battere alla pari contro le...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_520157942997_1582218852214300.jpg
104,Aquilotti 2009 Rossi: Urania - Aba Legnano 15 - 9,http://www.uraniabasket.it/news/489875213830/aquilotti-2009-rossi-urania-aba-legnano-15-9,2020-02-20,"AQUILOTTI 2009 : URANIA MILANO-  LEGNANO  - 15 - 9

URANIA CALA IL POKER

Parziali dei quarti (12-10; 2-1; 6-6 ;9-3; 4-2; 2-10)

 ...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_107841082581_1582203378299303.jpg
105,Under 18 Top: Urania Milano - Costamasnaga 39-56,http://www.uraniabasket.it/news/77558353414/under-18-top-urania-milano-costamasnaga-39-56,2020-02-19,"Campionato Under 18 Top - 7° giornata classificazione

Urania Basket Milano - Limonta Sport Costamasnaga 39-56 (22-24)

 

Urania...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_200182879445_1582107444309067.jpg
106,"Emozioni e gioia condivisa, i Wildcats sempre al fianco dei bimbi del Reparto di Pediatria del S.Paolo",http://www.uraniabasket.it/news/352436260358/emozioni-e-gioia-condivisa-i-wildcats-sempre-al-fianco-dei-bimbi-del-reparto-di-pediatria-del-s-paolo,2020-02-18,"Si rinnovano le emozioni e l’affetto di Urania Milano che riabbraccia, anche nel 2020, i bambini del  Reparto di Pediatria...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_475060786389_1582032097900280.jpg
107,Buon Compleanno Matteo!,http://www.uraniabasket.it/news/146277830150/buon-compleanno-matteo,2020-02-18,"Urania Basket Milano augura un felice e sereno Compleanno a Matteo Montato! Tanti auguri MM14 

Ufficio Stampa Urania Basket...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_62743925973_1582024497648164.jpg
108,Aquilotti 2010 Rossi: Argentia Gorgonzola - Urania 10 - 14,http://www.uraniabasket.it/news/421155737094/aquilotti-2010-rossi-argentia-gorgonzola-urania-10-14,2020-02-17,"AQUILOTTI ROSSI 2010: ARGENTIA GORGONZOLA - URANIA MILANO   10 - 14

VITTORIA ALL’ALBA

 

Parziali (7-7; 4-4; 4-10; 10-7; 2-9; 2...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_268902356181_1581944576526834.jpg
109,Under 15 Regionale: Urania Milano - Robur San Martino 125-48,http://www.uraniabasket.it/news/8838876678/under-15-regionale-urania-milano-robur-san-martino-125-48,2020-02-16,"Campionato Under 15 Regionale - 5° giornata girone Silver

Urania Basket Milano - Robur et Fides 125-48 (60-30)

 

Urania: Rieppi 2,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_543780263125_1581867131241458.jpg
110,Under 18 Top: Urania Milano - Milanotre 72-83,http://www.uraniabasket.it/news/283716783622/under-18-top-urania-milano-milanotre-72-83,2020-02-16,"Campionato Under 18 Top - 6° giornata

Urania Basket Milano - Milano3 72-83 (43-39)

 

Urania Basket Milano:  Sagher 3, Gorlier...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_303262094549_1581861205148608.jpg
111,"Urania si spegne sul più bello, la Tezenis vince in rimonta, 73-81",http://www.uraniabasket.it/news/266536914438/urania-si-spegne-sul-piu-bello-la-tezenis-vince-in-rimonta-73-81,2020-02-15,Non riesce l’impresa all’Urania che cede contro la corazzata Verona. Dopo aver preso anche 9 punti di vantaggio nel terzo periodo la...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_234542617813_15818020696552.jpg
112,Allianz Cloud formato Arena di Verona,http://www.uraniabasket.it/news/541414821382/allianz-cloud-formato-arena-di-verona,2020-02-15,"Si alza ancora l’asticella per la truppa di coach Davide Villa che, dopo la bella vittoria contro Imola, trova un avversario ambizioso ed in...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_509420524757_1581766523229053.jpg
113,Programma allenamenti 17-23 febbraio 2020,http://www.uraniabasket.it/news/129097960966/programma-allenamenti-17-23-febbraio-2020,2020-02-13,Siamo pronti a pubblicare il programma di allenamenti e partite per quanto riguarda i gruppi giovanili Urania Milano per la settimana che va da...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_354801702101_1581622747757550.jpg
114,Lynch MVP della 23^ giornata by BELFOR,http://www.uraniabasket.it/news/403975867910/lynch-mvp-della-23-giornata-by-belfor,2020-02-13,Un’Urania da sballo ha deliziato i 3500 dell’ Allianz Cloud con la netta vittoria su Imola. Basket spettacolare ed entusiasmante che ha...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_329031898325_1581609095282695.jpg
115,Under 14 Regionale: USSA Nova - Urania Milano 40-66,http://www.uraniabasket.it/news/197817437702/under-14-regionale-ussa-nova-urania-milano-40-66,2020-02-12,"Campionato Under 14 Regionale Bronze 2 - 5a giornata andata
U.S.S.A. Nova - Urania Basket Milano   40 – 66  (16 - 35)


U.S.S.A....",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_260312421589_1581544987250990.jpg
116,Presentazione Minibasket: spettacolo all'Allianz Cloud,http://www.uraniabasket.it/news/472695344646/presentazione-minibasket-spettacolo-all-allianz-cloud,2020-02-12,"Si è svolta Sabato sera  08 febbraio 2020,  durante l'intervallo della gara di Serie A2 Urania Milano - Imola Basket, nella...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_157233206485_1581527670897835.jpg
117,Under 18 Eccellenza: Campus Piemonte - Urania Milano 90-64,http://www.uraniabasket.it/news/335256391174/under-18-eccellenza-campus-piemonte-urania-milano-90-64,2020-02-12,"Campionato Under 18 Eccellenza - 4° giornata di ritorno

Campus Piemonte Basketball - Urania Basket Milano  90-64 (51-28)

 

Campus:...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_294672159957_1581503140633328.jpg
118,Under 13 Top: Urania Milano - Calolziocorte 59-43,http://www.uraniabasket.it/news/232177176070/under-13-top-urania-milano-calolziocorte-59-43,2020-02-11,"Campionato Under 13 Top Girone Nero - 5a giornata andata 
Urania Basket Milano – Carpe Diem Basket Calolziocorte  59 – 43...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_225952683221_1581459178982820.jpg
119,Under 16 Eccellenza: Libertas Cernusco - Urania Milano 55-61,http://www.uraniabasket.it/news/507055083014/under-16-eccellenza-libertas-cernusco-urania-milano-55-61,2020-02-11,"Campionato Under 16 Eccellenza - 9a giornata ritorno 
Libertas Cernusco - Urania Basket Milano 55 – 61  (25 - 33)


Libertas...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_105693598933_1581458375156330.jpg
120,Buon Compleanno Giorgio!,http://www.uraniabasket.it/news/94738222598/buon-compleanno-giorgio,2020-02-11,Urania Basket Milano augura un felice e sereno compleanno a Giorgio Piunti. Tanti auguri...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_380571505877_1581420149997647.jpg
121,Aquilotti 2010 Rossi: Lissone - Urania 10 a 14,http://www.uraniabasket.it/news/369616129542/aquilotti-2010-rossi-lissone-urania-10-a-14,2020-02-10,"AQUILOTTI ROSSI 2010: LISSONE - URANIA MILANO  (10 -14)

VINCERE AIUTA A VINCERE 

PARZIALI (0 -22; 0–10; 8-6; 4-8, 10 -2 , 0 –...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_414931244245_158133874275495.jpg
122,Under 18 Top: Virtus Cermenate - Urania Milano 81-66,http://www.uraniabasket.it/news/163457699334/under-18-top-virtus-cermenate-urania-milano-81-66,2020-02-10,"Campionato Under 18 Top - 5° giornata

Virtus Cermenate - Urania Basket Milano 81-66 (41-32)

 

Aba Legnano: Dell'Acqua 1, Bigonzi...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_2614383829_1581331105465430.jpg
123,Under 15 Eccellenza: Urania Milano - Robur Varese 38-97,http://www.uraniabasket.it/news/438335606278/under-15-eccellenza-urania-milano-robur-varese-38-97,2020-02-09,"Campionato Under 15 Eccellenza - 3° giornata di ritorno

Urania Milano - Robur et Fides Varese 38-97 (19-50)

 

Urania: De Carlo 6, Panara...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_277492290773_1581265689201161.jpg
124,Under 14 Elite: AX Olimpia Milano - Urania Milano 100-41,http://www.uraniabasket.it/news/26018745862/under-14-elite-ax-olimpia-milano-urania-milano-100-41,2020-02-09,"Campionato Under 14 Elite - 3° giornata di ritorno

AX Olimpia Milano - Urania Milano 100-41 (51-16)

 

Olimpia: Alberti 6, Casella 14,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_346211767509_1581264139346547.jpg
125,"Lynch e Raivio che coppia, Urania stende anche Imola, 95-68",http://www.uraniabasket.it/news/300896652806/lynch-e-raivio-che-coppia-urania-stende-anche-imola-95-68,2020-02-08,"Altra eccellente prestazione di Urania che, davanti ad oltre 3500 spettatori, amministra con grande autorità la pratica Imola grazie ad un...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_204477846741_1581197943956275.jpg
126,Vincere con Imola per consolidare la zona Playoff,http://www.uraniabasket.it/news/240767110662/vincere-con-imola-per-consolidare-la-zona-playoff,2020-02-08,Prosegue il trittico contro le squadre Emiliano Romagnole per l’Urania Milano. Dopo Ravenna e Piacenza è il turno di Imola che...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_410636276949_1581154995201762.jpg
127,Reggie Lynch MVP della 22^ giornata by NOLFIN,http://www.uraniabasket.it/news/515645017606/reggie-lynch-mvp-della-22-giornata-by-nolfin,2020-02-07,"Ennesima brillante prestazione esterna di Urania che sbanca anche Piacenza, decisivo ancora una volta il lavoro di gruppo  nel successo della...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_170118108373_1581097939139480.jpg
128,Programma allenamenti 10-16 febbraio 2020,http://www.uraniabasket.it/news/103328157190/programma-allenamenti-10-16-febbraio-2020,2020-02-06,Siamo pronti a pubblicare il programma di allenamenti e partite per quanto riguarda la squadre del Settore Giovanile Urania Milano per quanto...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_32679154901_1581011347800190.jpg
129,Under 15 Regionale: Urania Milano - Lodi Vecchio 60-54,http://www.uraniabasket.it/news/378206064134/under-15-regionale-urania-milano-lodi-vecchio-60-54,2020-02-06,"Campionato Under 15 Regionale - 4° giornata di classificazione, girone Silver

Urania Basket Milano - Lodi Vecchio 60-54 (26-24)

 

Urania:...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_101398631637_158099757520258.jpg
130,Buon Compleanno Nik Raivio!,http://www.uraniabasket.it/news/172047633926/buon-compleanno-nik-raivio,2020-02-06,Urania Basket Milano augura un felice e sereno Compleanno a Nik Raivio! Tanti auguri Extra...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_376276538581_158099259376383.jpg
131,Esordienti Bianchi amichevole: Maccabi Milano -Urania,http://www.uraniabasket.it/news/446925540870/esordienti-bianchi-amichevole-maccabi-milano-urania,2020-02-06,"ESORDIENTI 2008 BIANCHI: Maccabi Milano - Urania Milano 10 a 124.

 


Amichevole con il turbo fuori casa per i ragazzi dei coach Bellitto -...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_187297977557_1580984527553626.jpg
132,"Urania danza on the road, Wildcats a segno anche a Piacenza, 79-87",http://www.uraniabasket.it/news/34608680454/urania-danza-on-the-road-wildcats-a-segno-anche-a-piacenza-79-87,2020-02-05,"Wildcats ancora da spettacolo on the road, Urania passa in casa dell’Assigeco e continua la sua scalata. Eccellente partita degli uomini di...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_49859024085_1580939987605533.jpg
133,Villa 100 volte Wildcats,http://www.uraniabasket.it/news/309486587398/villa-100-volte-wildcats,2020-02-05,"Sembra ieri il 13 giugno 2017, quando uraniabasket.it annunciava: “Per la nuova Urania si riparte da Davide Villa” e in poco...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_324736931029_15809198457386.jpg
134,Under 18 Eccellenza: Urania Milano - Crocetta Torino 75-71,http://www.uraniabasket.it/news/206407372294/under-18-eccellenza-urania-milano-crocetta-torino-75-71,2020-02-05,"Campionato Under 18 Eccellenza - 3° giornata di ritorno

Urania Basket Milano - Crocetta Torino  75-71 (35-32)

 

Urania Milano:...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_58448958677_1580910675689114.jpg
135,A Piacenza si gioca il primo round per la zona playoff,http://www.uraniabasket.it/news/481285279238/a-piacenza-si-gioca-il-primo-round-per-la-zona-playoff,2020-02-05,"Gara importante e con tante insidie per Urania che va a far visita a Piacenza. All’andata fu vittoria con brivido per i Wildcats che, rispetto...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_264607388885_1580899022832845.jpg
